match_gp,match_pin,market,selection,gp_line,gp_price,pin_line,pin_price,pin_fair_prob,pin_fair_price,price_ev_pct,line_edge,gp_odd_id,abs_line_edge
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Tulsa Golden Hurricane (+1.5),1.5,2.85,7.0,1.925,,,,-5.5,4533560348,5.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Tulsa Golden Hurricane (+12.5),12.5,1.5,7.0,1.925,,,,5.5,4533560350,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Plus de 53.5,53.5,2.4,48.0,1.934,0.49556598852373496,,,-5.5,4531976457,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Moins de 53.5,53.5,1.5264,48.0,1.9,0.5044340114762649,,,5.5,4531976458,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Plus de 42.5,42.5,1.4762,48.0,1.934,0.49556598852373496,,,5.5,4531976445,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Moins de 42.5,42.5,2.55,48.0,1.9,0.5044340114762649,,,-5.5,4531976446,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Army Black Knights (-8.5),-8.5,2.85,-3.0,1.925,,,,-5.5,4531976384,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Army Black Knights (+2.5),2.5,1.5,-3.0,1.925,,,,5.5,4531976394,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Temple Owls (+8.5),8.5,1.3847,3.0,1.925,,,,5.5,4531976383,5.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Temple Owls (-2.5),-2.5,2.5,3.0,1.925,,,,-5.5,4531976393,5.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Plus de 49.5,49.5,1.5,55.0,1.9,0.5044340114762649,,,5.5,4515068936,5.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Moins de 49.5,49.5,2.5,55.0,1.934,0.49556598852373496,,,-5.5,4515068937,5.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Plus de 60.5,60.5,2.4,55.0,1.9,0.5044340114762649,,,-5.5,4515068793,5.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Moins de 60.5,60.5,1.5264,55.0,1.934,0.49556598852373496,,,5.5,4515068794,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Plus de 56.5,56.5,2.5,51.0,1.892,0.5066492829204693,,,-5.5,4532229123,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Moins de 56.5,56.5,1.5,51.0,1.943,0.4933507170795306,,,5.5,4532229124,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Plus de 45.5,45.5,1.5264,51.0,1.892,0.5066492829204693,,,5.5,4532229279,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Moins de 45.5,45.5,2.4,51.0,1.943,0.4933507170795306,,,-5.5,4532229280,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Ball State Cardinals (+8.5),8.5,1.3847,3.0,2.01,,,,5.5,4532229276,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Ball State Cardinals (-2.5),-2.5,2.55,3.0,2.01,,,,-5.5,4532229242,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Kent St Golden Flashes (-8.5),-8.5,2.85,-3.0,1.847,,,,-5.5,4532229275,5.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Kent St Golden Flashes (+2.5),2.5,1.4762,-3.0,1.847,,,,5.5,4532229241,5.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Colorado Buffaloes (+15.5),15.5,1.5556,10.0,1.917,,,,5.5,4532005299,5.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Colorado Buffaloes (+4.5),4.5,2.55,10.0,1.917,,,,-5.5,4532005311,5.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Baylor Bears (-15.5),-15.5,2.3,-10.0,1.934,,,,-5.5,4532005298,5.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Baylor Bears (-4.5),-4.5,1.4762,-10.0,1.934,,,,5.5,4532005310,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Plus de 54.5,54.5,2.55,49.0,2.0,0.4791666666666667,,,-5.5,4531911593,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Moins de 54.5,54.5,1.4762,49.0,1.84,0.5208333333333334,,,5.5,4531911594,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Plus de 43.5,43.5,1.5264,49.0,2.0,0.4791666666666667,,,5.5,4531911626,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,total,Moins de 43.5,43.5,2.4,49.0,1.84,0.5208333333333334,,,-5.5,4531911627,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Boston College Eagles (+19.5),19.5,1.5264,14.0,1.877,,,,5.5,4531911524,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Boston College Eagles (+8.5),8.5,2.35,14.0,1.877,,,,-5.5,4531911536,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Virginia Tech Hokies (-19.5),-19.5,2.4,-14.0,1.97,,,,-5.5,4531911525,5.5
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,spread,Virginia Tech Hokies (-8.5),-8.5,1.5455,-14.0,1.97,,,,5.5,4531911537,5.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,California Golden Bears (+6.5),6.5,1.3847,1.0,1.892,,,,5.5,4531985792,5.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,California Golden Bears (-4.5),-4.5,2.55,1.0,1.892,,,,-5.5,4531985816,5.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,Clemson Tigers (-6.5),-6.5,2.85,-1.0,1.961,,,,-5.5,4531985793,5.5
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,spread,Clemson Tigers (+4.5),4.5,1.4762,-1.0,1.961,,,,5.5,4531985817,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Plus de 47.5,47.5,1.4762,53.0,1.847,0.5186343497524107,,,5.5,4531919690,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Moins de 47.5,47.5,2.55,53.0,1.99,0.4813656502475892,,,-5.5,4531919691,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Plus de 58.5,58.5,2.4,53.0,1.847,0.5186343497524107,,,-5.5,4531919584,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,total,Moins de 58.5,58.5,1.5264,53.0,1.99,0.4813656502475892,,,5.5,4531919585,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Miami Hurricanes (-35.5),-35.5,1.5,-41.0,1.884,,,,5.5,4531919400,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Miami Hurricanes (-46.5),-46.5,2.4,-41.0,1.884,,,,-5.5,4531919674,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Central Mich Chippewas (+35.5),35.5,2.5,41.0,1.97,,,,-5.5,4531919401,5.5
Miami Hurricanes vs. Central Mich Chippewas,Miami Hurricanes vs Central Michigan Chippewas,spread,Central Mich Chippewas (+46.5),46.5,1.5264,41.0,1.97,,,,5.5,4531919675,5.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Louisiana-Lafayette Ragin Cajuns (-4.5),-4.5,1.4348,-10.0,1.909,,,,5.5,4531916051,5.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Louisiana-Lafayette Ragin Cajuns (-15.5),-15.5,2.4,-10.0,1.909,,,,-5.5,4531916023,5.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Charlotte 49ers (+4.5),4.5,2.65,10.0,1.943,,,,-5.5,4531916050,5.5
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,spread,Charlotte 49ers (+15.5),15.5,1.5264,10.0,1.943,,,,5.5,4531916022,5.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Plus de 49.5,49.5,1.5,55.0,1.877,0.5109431995831162,,,5.5,4531907484,5.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Moins de 49.5,49.5,2.5,55.0,1.961,0.4890568004168838,,,-5.5,4531907485,5.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Plus de 60.5,60.5,2.4,55.0,1.877,0.5109431995831162,,,-5.5,4531907506,5.5
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,total,Moins de 60.5,60.5,1.5264,55.0,1.961,0.4890568004168838,,,5.5,4531907507,5.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Plus de 45.5,45.5,1.5264,51.0,1.934,0.49556598852373496,,,5.5,4533844492,5.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Plus de 56.5,56.5,2.4,51.0,1.934,0.49556598852373496,,,-5.5,4533844377,5.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Moins de 45.5,45.5,2.4,51.0,1.9,0.5044340114762649,,,-5.5,4533844493,5.5
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,total,Moins de 56.5,56.5,1.5264,51.0,1.9,0.5044340114762649,,,5.5,4533844378,5.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Plus de 46.5,46.5,1.5264,52.0,1.97,0.4868455326908049,,,5.5,4532237622,5.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Moins de 46.5,46.5,2.4,52.0,1.869,0.5131544673091952,,,-5.5,4532237623,5.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Plus de 57.5,57.5,2.5,52.0,1.97,0.4868455326908049,,,-5.5,4532237640,5.5
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,total,Moins de 57.5,57.5,1.5,52.0,1.869,0.5131544673091952,,,5.5,4532237641,5.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Virginia Cavaliers (-14.5),-14.5,1.5556,-20.0,1.961,,,,5.5,4532207516,5.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Virginia Cavaliers (-25.5),-25.5,2.5,-20.0,1.961,,,,-5.5,4532207520,5.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Delaware Fightin Blue Hens (+14.5),14.5,2.3,20.0,1.892,,,,-5.5,4532207517,5.5
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,spread,Delaware Fightin Blue Hens (+25.5),25.5,1.5,20.0,1.892,,,,5.5,4532207521,5.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Plus de 51.5,51.5,1.5,57.0,1.892,0.5066492829204693,,,5.5,4531944747,5.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Moins de 51.5,51.5,2.5,57.0,1.943,0.4933507170795306,,,-5.5,4531944748,5.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Plus de 62.5,62.5,2.4,57.0,1.892,0.5066492829204693,,,-5.5,4531942506,5.5
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,total,Moins de 62.5,62.5,1.5264,57.0,1.943,0.4933507170795306,,,5.5,4531942507,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Plus de 53.5,53.5,1.5264,59.0,1.909,0.5020865936358894,,,5.5,4515068765,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Moins de 53.5,53.5,2.4,59.0,1.925,0.4979134063641105,,,-5.5,4515068766,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Plus de 64.5,64.5,2.4,59.0,1.909,0.5020865936358894,,,-5.5,4515068779,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,total,Moins de 64.5,64.5,1.5264,59.0,1.925,0.4979134063641105,,,5.5,4515068780,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,spread,Florida Gators (-8.5),-8.5,2.75,-3.0,1.877,,,,-5.5,4515069843,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,spread,Florida Gators (+2.5),2.5,1.4762,-3.0,1.877,,,,5.5,4515071308,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,spread,Ole Miss Rebels (+8.5),8.5,1.4,3.0,1.98,,,,5.5,4515069844,5.5
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,spread,Ole Miss Rebels (-2.5),-2.5,2.55,3.0,1.98,,,,-5.5,4515071309,5.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Georgia Southern Eagles (+24.5),24.5,1.5,19.0,1.917,,,,5.5,4531852947,5.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Georgia Southern Eagles (+13.5),13.5,2.35,19.0,1.917,,,,-5.5,4531852850,5.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Houston Cougars (-24.5),-24.5,2.5,-19.0,1.934,,,,-5.5,4531852948,5.5
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,spread,Houston Cougars (-13.5),-13.5,1.5455,-19.0,1.934,,,,5.5,4531852851,5.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Northern Illinois Huskies (+4.5),4.5,2.55,10.0,1.934,,,,-5.5,4532039988,5.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Northern Illinois Huskies (+15.5),15.5,1.5264,10.0,1.934,,,,5.5,4532039912,5.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Georgia State Panthers (-4.5),-4.5,1.4762,-10.0,1.917,,,,5.5,4532039987,5.5
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,spread,Georgia State Panthers (-15.5),-15.5,2.4,-10.0,1.917,,,,-5.5,4532039911,5.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Plus de 42.5,42.5,1.5,48.0,1.909,0.5020865936358894,,,5.5,4532014937,5.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Plus de 53.5,53.5,2.4,48.0,1.909,0.5020865936358894,,,-5.5,4532014818,5.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Moins de 42.5,42.5,2.5,48.0,1.925,0.4979134063641105,,,-5.5,4532014938,5.5
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,total,Moins de 53.5,53.5,1.5264,48.0,1.925,0.4979134063641105,,,5.5,4532014819,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Plus de 39.5,39.5,1.5264,45.0,1.98,0.48356807511737093,,,5.5,4533799445,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Moins de 39.5,39.5,2.4,45.0,1.854,0.5164319248826291,,,-5.5,4533799446,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Plus de 50.5,50.5,2.55,45.0,1.98,0.48356807511737093,,,-5.5,4533799459,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,total,Moins de 50.5,50.5,1.4762,45.0,1.854,0.5164319248826291,,,5.5,4533799460,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,spread,Hawaii Rainbow Warriors (+2.5),2.5,1.5,-3.0,1.917,,,,5.5,4533798470,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,spread,Hawaii Rainbow Warriors (-8.5),-8.5,2.9,-3.0,1.917,,,,-5.5,4533798464,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,spread,Wyoming Cowboys (+8.5),8.5,1.3637,3.0,1.934,,,,5.5,4533798463,5.5
Wyoming Cowboys vs. Hawaii Rainbow Warriors,Wyoming Cowboys vs Hawaii Rainbow Warriors,spread,Wyoming Cowboys (-2.5),-2.5,2.5,3.0,1.934,,,,-5.5,4533798469,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Plus de 48.5,48.5,1.5264,54.0,1.934,0.49556598852373496,,,5.5,4523154351,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Moins de 48.5,48.5,2.4,54.0,1.9,0.5044340114762649,,,-5.5,4523154352,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Plus de 59.5,59.5,2.55,54.0,1.934,0.49556598852373496,,,-5.5,4523154299,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,total,Moins de 59.5,59.5,1.4762,54.0,1.9,0.5044340114762649,,,5.5,4523154300,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Illinois Fighting Illini (+32.5),32.5,1.5264,27.0,1.925,,,,5.5,4523154336,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Illinois Fighting Illini (+21.5),21.5,2.4,27.0,1.925,,,,-5.5,4523154392,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Ohio State Buckeyes (-32.5),-32.5,2.4,-27.0,1.925,,,,-5.5,4523154335,5.5
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,spread,Ohio State Buckeyes (-21.5),-21.5,1.5264,-27.0,1.925,,,,5.5,4523154391,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,total,Plus de 55.5,55.5,2.6,50.0,1.97,0.4859081419624217,,,-5.5,4531850652,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,total,Moins de 55.5,55.5,1.4546,50.0,1.862,0.5140918580375784,,,5.5,4531850653,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,total,Plus de 44.5,44.5,1.5455,50.0,1.97,0.4859081419624217,,,5.5,4531850611,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,total,Moins de 44.5,44.5,2.35,50.0,1.862,0.5140918580375784,,,-5.5,4531850612,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,spread,Northwestern Wildcats (+15.5),15.5,2.4,21.0,1.877,,,,-5.5,4531850195,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,spread,Northwestern Wildcats (+26.5),26.5,1.5264,21.0,1.877,,,,5.5,4531850238,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,spread,Indiana Hoosiers (-15.5),-15.5,1.5264,-21.0,1.98,,,,5.5,4531850194,5.5
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,spread,Indiana Hoosiers (-26.5),-26.5,2.4,-21.0,1.98,,,,-5.5,4531850237,5.5
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,total,Plus de 43.5,43.5,1.5264,49.0,1.98,0.48356807511737093,,,5.5,4531833054,5.5
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,total,Moins de 43.5,43.5,2.4,49.0,1.854,0.5164319248826291,,,-5.5,4531833055,5.5
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,total,Plus de 54.5,54.5,2.55,49.0,1.98,0.48356807511737093,,,-5.5,4531833066,5.5
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,total,Moins de 54.5,54.5,1.4762,49.0,1.854,0.5164319248826291,,,5.5,4531833067,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,total,Plus de 45.5,45.5,1.5,51.0,1.909,0.5020865936358894,,,5.5,4531939294,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,total,Moins de 45.5,45.5,2.5,51.0,1.925,0.4979134063641105,,,-5.5,4531939295,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,total,Plus de 56.5,56.5,2.4,51.0,1.909,0.5020865936358894,,,-5.5,4531939308,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,total,Moins de 56.5,56.5,1.5264,51.0,1.925,0.4979134063641105,,,5.5,4531939309,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,spread,Jacksonville State Gamecocks (-1.5),-1.5,1.3572,-7.0,1.884,,,,5.5,4531939214,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,spread,Jacksonville State Gamecocks (-12.5),-12.5,2.4,-7.0,1.884,,,,-5.5,4531939218,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,spread,Middle Tennessee Blue Raiders (+1.5),1.5,3.0,7.0,1.97,,,,-5.5,4531939215,5.5
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,spread,Middle Tennessee Blue Raiders (+12.5),12.5,1.5264,7.0,1.97,,,,5.5,4531939219,5.5
Old Dominion Monarchs vs. James Madison Dukes,Old Dominion Monarchs vs James Madison Dukes,total,Plus de 50.5,50.5,2.5,45.0,1.909,0.5020865936358894,,,-5.5,4531901858,5.5
Old Dominion Monarchs vs. James Madison Dukes,Old Dominion Monarchs vs James Madison Dukes,total,Moins de 50.5,50.5,1.5,45.0,1.925,0.4979134063641105,,,5.5,4531901859,5.5
Old Dominion Monarchs vs. James Madison Dukes,Old Dominion Monarchs vs James Madison Dukes,total,Plus de 39.5,39.5,1.4762,45.0,1.909,0.5020865936358894,,,5.5,4531899960,5.5
